,track_name,artist,duration_ms,album,release_date,popularity,associated_kpop_group,spotify_track_id,artist_id,artist_followers,artist_popularity,artist_genres,company,big4,gender,user_playlist_count,which_user_playlists,track_treatment,days_since_release,coded_gender
0,My Universe,Coldplay,226198,Music Of The Spheres,2021-10-15,79,BTS,46HNZY1i7O6jwTA7Slo2PI,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,1387,0
1,Dynamite,BTS,199053,BE,2020-11-20,81,BTS,5QDLhrAOJJdNAmCTJ8xMyW,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,1716,0
2,FAKE LOVE,BTS,242333,Love Yourself 轉 'Tear',2018-05-18,80,BTS,6m1TWFMeon7ai9XLOzdbiR,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,2633,0
3,Permission to Dance - Live,BTS,279286,PERMISSION TO DANCE ON STAGE - LIVE,2025-07-18,82,BTS,4UAnQaQTSMjKjHkqjKwEYx,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,15,0
4,Boy With Luv (feat. Halsey),BTS,229773,MAP OF THE SOUL : PERSONA,2019-04-12,79,BTS,4a9tbd947vo9K8Vti9JwcI,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,1,5YZ5U9DAUd71CIwj55A49D,1,2304,0
5,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,154486,CHARLIE,2022-10-06,75,BTS,0mBP9X2gPCuapvpZ7TGDk3,6HaGTQPmzraVmaVxvz6EUc,18077404,84,k-pop,Big Hit Music,1,M,0,,0,1031,0
6,Butter,BTS,164952,Proof,2022-06-10,77,BTS,6jjYDGxVJsWS0a5wlVF5vS,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,1149,0
7,Run BTS,BTS,204939,Proof,2022-06-10,78,BTS,69xohKu8C1fsflYAiSNbwM,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,1149,0
8,Life Goes On,BTS,207481,BE,2020-11-20,77,BTS,5FVbvttjEvQ8r2BgUcJgNg,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,1716,0
9,DNA,BTS,223122,Love Yourself 承 'Her',2017-09-18,75,BTS,3uRLwBjI2TahxslcMTvpFs,3Nrfpe0tUJi4K4DXYWgMUX,80103753,90,k-pop,Big Hit Music,1,M,0,,0,2875,0
10,JUMP,BLACKPINK,164718,JUMP,2025-07-11,96,BLACKPINK,5H1sKFMzDeMtXwND3V6hRY,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,1,2EoheVFjqIxgJMb8VnDRtZ,1,22,1
11,Pink Venom,BLACKPINK,186964,BORN PINK,2022-09-15,78,BLACKPINK,5zwwW9Oq7ubSxoCGyW1nbY,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,2,"6fQ3H7MipHCbzVazbPyHhQ,5EPJPyctDDc1omacvILCsu",1,1052,1
12,Shut Down,BLACKPINK,175889,BORN PINK,2022-09-15,76,BLACKPINK,7gRFDGEzF9UkBV233yv2dc,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,1,6fQ3H7MipHCbzVazbPyHhQ,1,1052,1
13,Kill This Love,BLACKPINK,191050,KILL THIS LOVE,2019-04-05,78,BLACKPINK,6hvczQ05jc1yGlp9zhb95V,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,1,6fQ3H7MipHCbzVazbPyHhQ,1,2311,1
14,How You Like That,BLACKPINK,182956,THE ALBUM,2020-10-02,78,BLACKPINK,4SFknyjLcyTLJFPKD2m96o,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,3,"6fQ3H7MipHCbzVazbPyHhQ,5EPJPyctDDc1omacvILCsu,0QQ54WssFuO3tiOBLU1xRw",1,1765,1
15,As If It's Your Last,BLACKPINK,213264,As If It's Your Last,2017-06-22,79,BLACKPINK,4ZxOuNHhpyOj4gv52MtQpT,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,0,,0,2963,1
16,DDU-DU DDU-DU,BLACKPINK,211350,SQUARE UP,2018-06-15,76,BLACKPINK,4lQsB3ERTWSNaAN1IkuNRl,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,3,"6fQ3H7MipHCbzVazbPyHhQ,5EPJPyctDDc1omacvILCsu,0QQ54WssFuO3tiOBLU1xRw",1,2605,1
17,BOOMBAYAH,BLACKPINK,240793,SQUARE ONE,2016-08-08,79,BLACKPINK,13MF2TYuyfITClL1R2ei6e,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,3,"4DO9jHccZGtGKAMmFNsIir,6fQ3H7MipHCbzVazbPyHhQ,5EPJPyctDDc1omacvILCsu",1,3281,1
18,Lovesick Girls,BLACKPINK,194765,THE ALBUM,2020-10-02,75,BLACKPINK,4Ws314Ylb27BVsvlZOy30C,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,0,,0,1765,1
19,Pretty Savage,BLACKPINK,201122,THE ALBUM,2020-10-02,75,BLACKPINK,1XnpzbOGptRwfJhZgLbmSr,41MozSoPIsD1dJM0CLPjZF,54778545,87,k-pop,YG Entertainment,1,F,1,6fQ3H7MipHCbzVazbPyHhQ,1,1765,1
20,THUNDER,SEVENTEEN,164040,SEVENTEEN 5th Album 'HAPPY BURSTDAY',2025-05-26,82,SEVENTEEN,0qkYuCno3SoU8vxkCdx0iJ,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,2,"2EoheVFjqIxgJMb8VnDRtZ,6fR4NjMNIcnqQDcPfAM5IA",1,68,0
21,"LOVE, MONEY, FAME (feat. DJ Khaled)",SEVENTEEN,186386,"LOVE, MONEY, FAME (feat. DJ Khaled) (Timbaland Remix)",2024-11-01,66,SEVENTEEN,145tqlcE6YFsjNfxi9K3AE,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,274,0
22,Super,SEVENTEEN,200386,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2024-04-29,69,SEVENTEEN,3ZpfXyQgcqdSA1TGNc7Ret,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,460,0
23,HOT,SEVENTEEN,197586,SEVENTEEN 4th Album 'Face the Sun',2022-05-27,72,SEVENTEEN,6I2tqFhk8tq69iursYxuxd,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,1163,0
24,Rock with you,SEVENTEEN,180360,SEVENTEEN 9th Mini Album 'Attacca',2021-10-22,70,SEVENTEEN,6LnEoRQKMcaFTR5UvaKuBy,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,1380,0
25,VERY NICE,SEVENTEEN,192092,Love&Letter repackage album,2016-07-04,70,SEVENTEEN,1Rrj7KyS2R6SP9CQMDJW1w,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,3316,0
26,MAESTRO,SEVENTEEN,198906,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',2024-04-29,69,SEVENTEEN,2UE9XGbAzicJIyo4bB6sqM,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,460,0
27,Bad Influence (Prod. by Pharrell Williams),SEVENTEEN,167013,SEVENTEEN 5th Album 'HAPPY BURSTDAY',2025-05-26,70,SEVENTEEN,6uJlw4VHZulMvz6s3J2bO2,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,68,0
28,HBD,SEVENTEEN,155213,SEVENTEEN 5th Album 'HAPPY BURSTDAY',2025-05-26,69,SEVENTEEN,0PvRQaGO5lkS7uqdsOHdvI,7nqOGRxlXj7N2JYbgNEjYH,13440876,82,k-pop,Pledis Entertainment,1,M,0,,0,68,0
29,Love Is Gone (with JOSHUA of SEVENTEEN),SLANDER,178285,Love Is Gone (with JOSHUA of SEVENTEEN),2025-07-25,69,SEVENTEEN,4FTcJ9B6S2QXObqRr9UG8U,20DZAfCuP1TKZl5KcY7z3Q,578309,68,"melodic bass, edm, future bass, dubstep",Pledis Entertainment,1,M,0,,0,8,0
30,Chk Chk Boom,Stray Kids,148051,ATE,2024-07-19,82,Stray Kids,09keT5ocFhEd5W5HidiUNq,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,379,1
31,Hollow,Stray Kids,209226,Hollow,2025-06-11,80,Stray Kids,5K1thEZHOgjE89mxwA01T9,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,1,6fR4NjMNIcnqQDcPfAM5IA,1,52,1
32,LALALALA,Stray Kids,182224,ROCK-STAR,2023-11-10,79,Stray Kids,1OG1NoKpZZLrMqMYCk9m84,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,631,1
33,God’s Menu,Stray Kids,167922,GO LIVE,2020-06-17,78,Stray Kids,4XPXrcpyNr30Km6aPiflJy,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,1,4DO9jHccZGtGKAMmFNsIir,1,1872,1
34,MANIAC,Stray Kids,182757,ODDINARY,2022-03-18,78,Stray Kids,63irPUP3xB74fHdw1Aw9zR,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,1233,1
35,S-Class,Stray Kids,195688,5-STAR,2023-06-02,77,Stray Kids,3gTQwwDNJ42CCLo3Sf4JDd,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,792,1
36,I Like It,Stray Kids,148632,ATE,2024-07-19,77,Stray Kids,04A4WyCRyHQ8Nb3u3IsfzH,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,379,1
37,Walkin On Water,Stray Kids,148810,HOP,2024-12-13,76,Stray Kids,5emQyqYHyUOcuS3nsuC0sm,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,232,1
38,Come Play (from the series Arcane League of Legends),Stray Kids,161666,Come Play (from the series Arcane League of Legends),2024-10-16,75,Stray Kids,2K7g8dvwkIGgPEYKivmatN,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,290,1
39,MEGAVERSE,Stray Kids,185520,ROCK-STAR,2023-11-10,75,Stray Kids,5Q1tv4GTxP3IJeGMOKdrFO,2dIgFjalVxs4ThymZ67YCE,19852655,87,"k-pop, noise music",JYP Entertainment,1,F,0,,0,631,1
40,Fact Check,NCT 127,184653,Fact Check - The 5th Album,2023-10-05,65,NCT 127,2nNBdv2vcJZuWOZ06nNF62,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,667,0
41,Kick It,NCT 127,233013,NCT #127 Neo Zone - The 2nd Album,2020-03-05,61,NCT 127,3ZtATjifj77MvRJbJQYJIt,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,1976,0
42,Walk,NCT 127,191826,WALK - The 6th Album,2024-07-14,60,NCT 127,5ThXW5oGbAfQU2QTPicMd9,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,384,0
43,Cherry Bomb,NCT 127,236667,NCT #127 CHERRY BOMB - The 3rd Mini Album,2017-06-14,63,NCT 127,3o8QzWsiiqTUVgBZfHgF58,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,2971,0
44,2 Baddies,NCT 127,230293,2 Baddies - The 4th Album,2022-09-15,58,NCT 127,1OXO0Onox9F26Pp732HnsI,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,1052,0
45,Favorite (Vampire),NCT 127,215586,Favorite - The 3rd Album Repackage,2021-10-24,56,NCT 127,6412NtV3XH9z7XrrxBkopc,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,1378,0
46,Sticker,NCT 127,227773,Sticker - The 3rd Album,2021-09-16,56,NCT 127,48CZ9AqqrDIGHDdCyGrZ39,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,1416,0
47,Whiplash,NCT 127,201658,NCT #127 CHERRY BOMB - The 3rd Mini Album,2017-06-14,58,NCT 127,2iPxDFeN27VrKgGdZ0AIKw,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,2971,0
48,Regular - English Version,NCT 127,219106,NCT #127 Regular-Irregular - The 1st Album,2018-10-12,57,NCT 127,4KqPuyZdcjXuRqXSARnt6r,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,2486,0
49,Lemonade,NCT 127,190066,Sticker - The 3rd Album,2021-09-16,51,NCT 127,1j3WkiX4n6xAAPqZnwpwL5,7f4ignuCJhLXfZ9giKT7rH,7687927,68,"k-pop, noise music",SM Entertainment,1,M,0,,0,1416,0
50,CHILLER,NCT DREAM,184026,Go Back To The Future,2025-07-14,85,NCT DREAM,0PNOA20FfXz8c1KVaon1ei,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,19,0
51,BTTF,NCT DREAM,180000,Go Back To The Future,2025-07-14,76,NCT DREAM,4gkiXKGyp4PnHnOO70q8bK,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,19,0
52,When I'm With You,NCT DREAM,211400,DREAMSCAPE,2024-11-11,54,NCT DREAM,2wzhZgSDjWgwB618a6eeua,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,264,0
53,I LIKE IT,NCT DREAM,185000,Go Back To The Future,2025-07-14,67,NCT DREAM,4Q45ZkvAP0KWF7exMcMcQr,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,19,0
54,DREAM TEAM,NCT DREAM,163013,Go Back To The Future,2025-07-14,67,NCT DREAM,6UehBZzd8bNCgRdx5F1pdF,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,19,0
55,Candy,NCT DREAM,217066,Candy - Winter Special Mini Album,2022-12-16,66,NCT DREAM,27bIik73QCu8Xzt3xpG1bI,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,960,0
56,’Bout You,NCT DREAM,188026,Go Back To The Future,2025-07-14,66,NCT DREAM,1FVr8J6OKHx4WddMm4CFtY,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,19,0
57,Don’t Need Your Love,NCT DREAM,201880,Don’t Need Your Love,2019-06-06,66,NCT DREAM,7oEm5Q1virEUB9H0XjWZzF,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,2249,0
58,BOOM,NCT DREAM,195080,We Boom - The 3rd Mini Album,2019-07-26,66,NCT DREAM,6rcn967QN5JtkPOBDwYIuT,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,2199,0
59,Broken Melodies,NCT DREAM,226160,ISTJ - The 3rd Album,2023-07-16,54,NCT DREAM,1zx9zBldr8zbLNPNwoWYJh,1gBUSTR3TyDdTVFIaQnc02,8214387,77,"k-pop, noise music",SM Entertainment,1,M,0,,0,748,0
60,Bad Desire (With or Without You),ENHYPEN,141885,DESIRE : UNLEASH,2025-06-05,82,ENHYPEN,38pEX03GFZ0PfFDaOrpKOM,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,2,"2EoheVFjqIxgJMb8VnDRtZ,6fR4NjMNIcnqQDcPfAM5IA",1,58,0
61,Bite Me,ENHYPEN,157531,DARK BLOOD,2023-05-22,80,ENHYPEN,7mpdNiaQvygj2rHoxkzMfa,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,803,0
62,XO (Only If You Say Yes),ENHYPEN,188332,ROMANCE : UNTOLD,2024-07-12,77,ENHYPEN,3RkSwrsIadAvqVtMp5yhaB,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,386,0
63,Bad Desire (With or Without You) (English Ver.),ENHYPEN,141885,DESIRE : UNLEASH,2025-06-05,77,ENHYPEN,4N8IFzGERNBWoQyzYVYEoJ,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,58,0
64,Drunk-Dazed,ENHYPEN,193260,BORDER : CARNIVAL,2021-04-26,77,ENHYPEN,1wcr8DjnN59Awev8nnKpQ4,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,1559,0
65,Outside,ENHYPEN,121002,DESIRE : UNLEASH,2025-06-05,77,ENHYPEN,0IXWLMBZeK33mOb044Sxu6,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,58,0
66,No Doubt,ENHYPEN,167219,ROMANCE : UNTOLD -daydream-,2024-11-11,77,ENHYPEN,44hqFxUWsADWewEJELnncj,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,264,0
67,Moonstruck,ENHYPEN,158660,ROMANCE : UNTOLD,2024-07-12,76,ENHYPEN,3gYWGRS64XrGSrjD3vvtga,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,386,0
68,Loose,ENHYPEN,210925,DESIRE : UNLEASH,2025-06-05,71,ENHYPEN,2tqj80s8UMqFrhMAdxLuh6,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,58,0
69,FEVER,ENHYPEN,172106,BORDER : CARNIVAL,2021-04-26,75,ENHYPEN,0UzymivvUH5s8z4PeWZJaK,5t5FqBwTcgKTaWmfEbwQY9,12318473,84,k-pop,Belift Lab,1,M,0,,0,1559,0
70,Beautiful Strangers,TOMORROW X TOGETHER,138108,The Star Chapter: TOGETHER,2025-07-21,84,TOMORROW X TOGETHER,6IYvOX6K6tbBmj00JRU5Rw,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,1,2EoheVFjqIxgJMb8VnDRtZ,1,12,0
71,Love Language,TOMORROW X TOGETHER,177514,Love Language,2025-05-02,80,TOMORROW X TOGETHER,3wBeIjb0vtiTwIQPce2stZ,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,1,04epSfDZqn52wtYrdDQLFm,1,92,0
72,Ghost Girl,TOMORROW X TOGETHER,186601,The Star Chapter: TOGETHER,2025-07-21,79,TOMORROW X TOGETHER,5voKDnuTGXBnIZbAqWnb8R,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
73,butterflies (feat. TAEHYUN & Kim Chaewon of LE SSERAFIM),JVKE,164466,butterflies (feat. TAEHYUN of TOMORROW X TOGETHER & Kim Chaewon of LE SSERAFIM),2025-07-10,78,TOMORROW X TOGETHER,0VdikQbDdOqxdWQyYsLmne,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,23,0
74,Upside Down Kiss,TOMORROW X TOGETHER,135331,The Star Chapter: TOGETHER,2025-07-21,76,TOMORROW X TOGETHER,6bp3UWuLklGIK8VgkRUKkP,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
75,Sunday Driver,TOMORROW X TOGETHER,167235,The Star Chapter: TOGETHER,2025-07-21,76,TOMORROW X TOGETHER,4QfHWIOU5nh4yBdYSnt1AE,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
76,Take My Half,TOMORROW X TOGETHER,176076,The Star Chapter: TOGETHER,2025-07-21,76,TOMORROW X TOGETHER,13tz8REkfaAuQrmKQwbToR,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
77,Over The Moon,TOMORROW X TOGETHER,157149,The Star Chapter: SANCTUARY (Expanded Edition),2024-11-08,70,TOMORROW X TOGETHER,6ZpoRaO2cfXR1dti2N4TLs,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,267,0
78,Song of the Stars,TOMORROW X TOGETHER,206185,The Star Chapter: TOGETHER,2025-07-21,75,TOMORROW X TOGETHER,1Kv0G4eKjJ4ysGRXlHvQCm,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
79,Dance With You,TOMORROW X TOGETHER,140822,The Star Chapter: TOGETHER,2025-07-21,74,TOMORROW X TOGETHER,7a9q19sVTEAq0SzgUZvbSy,0ghlgldX5Dd6720Q3qFyQB,11690744,83,k-pop,Big Hit Music,1,M,0,,0,12,0
80,New Jeans,NewJeans,108986,NewJeans 'Super Shy',2023-07-07,80,NewJeans,6rdkCkjk6D12xRpdMXy0I2,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,757,1
81,Super Shy,NewJeans,154666,NewJeans 'Super Shy',2023-07-07,80,NewJeans,5sdQOyqq2IDhvmx2lHOpwd,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,757,1
82,Ditto,NewJeans,185506,Ditto,2022-12-19,80,NewJeans,3r8RuvgbX9s7ammBn07D3W,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,1,05Z41s1GzWxXsE8FoaB8MX,1,957,1
83,OMG,NewJeans,212253,NewJeans 'OMG',2023-01-02,80,NewJeans,65FftemJ1DbbZ45DUfHJXE,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,943,1
84,Hype Boy,NewJeans,179026,NewJeans 1st EP 'New Jeans',2022-08-01,79,NewJeans,0a4MMyCrzT0En247IhqZbD,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,1097,1
85,ETA,NewJeans,151373,NewJeans 2nd EP 'Get Up',2023-07-21,78,NewJeans,56v8WEnGzLByGsDAXDiv4d,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,743,1
86,How Sweet,NewJeans,219026,How Sweet,2024-05-24,78,NewJeans,38tXZcL1gZRfbqfOG0VMTH,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,435,1
87,Attention,NewJeans,180066,NewJeans 1st EP 'New Jeans',2022-08-01,77,NewJeans,2pIUpMhHL6L9Z5lnKxJJr9,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,1097,1
88,Supernatural,NewJeans,191000,Supernatural,2024-06-21,77,NewJeans,5ocSQW5sIUIOFojwXEz9Ki,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,407,1
89,Bubble Gum,NewJeans,200266,How Sweet,2024-05-24,74,NewJeans,19D8LNpWwIPpi6hs9BG7dq,6HvZYsbFfjnjFrWF950C9d,11062319,81,k-pop,ADOR,1,F,0,,0,435,1
90,I AM,IVE,183853,I've IVE,2023-04-10,77,IVE,70t7Q6AYG6ZgTYmJWcnkUM,6RHTUrRF63xao58xh9FXYJ,5881382,75,k-pop,Starship Entertainment,0,F,1,5EPJPyctDDc1omacvILCsu,1,845,1
