,track_name,artist,duration_ms,album,release_date,popularity,associated_kpop_group,spotify_track_id,artist_id,artist_followers,artist_popularity,artist_genres,company,big4,gender,user_playlist_count,which_user_playlists,track_treatment,days_since_release,coded_gender
198,But Sometimes,BOYNEXTDOOR,175106,WHY..,2023-09-04,66,BOYNEXTDOOR,5TNMJ6Csb2NgSohuz76XJT,4hnHLgMSOiqERWBL4jINP1,1635859,72,k-pop,KOZ Entertainment,1,M,0,,0,698,0
199,But I Like You,BOYNEXTDOOR,137400,WHO!,2023-05-30,65,BOYNEXTDOOR,3cJgwAm8FRkgjRIGatdRct,4hnHLgMSOiqERWBL4jINP1,1635859,72,k-pop,KOZ Entertainment,1,M,0,,0,795,0
200,TRICKY HOUSE,xikers,184769,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,56,xikers,2MeEPaL5HsW9njvrtP0Agj,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,856,0
201,BREATHE,xikers,183080,HOUSE OF TRICKY : SPUR,2025-04-04,56,xikers,2P5bbp7BeVtrECPJaN8AFO,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,120,0
202,Up All Night,xikers,215667,Up All Night,2025-07-13,48,xikers,2652PzGxxU8jzARLLubmjD,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,20,0
203,Red Sun,xikers,204724,HOUSE OF TRICKY : Trial And Error,2024-03-08,47,xikers,3z3eX1eG1Gj0YFDhYPkTrl,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,512,0
204,WITCH,xikers,195520,HOUSE OF TRICKY : WATCH OUT,2024-09-06,46,xikers,336bNqFkCC2owApr6l7osT,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,330,0
205,ROCKSTAR,xikers,193223,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,46,xikers,34St2IIfAjXcb18wVUYd3x,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,856,0
206,You Hide We Seek,xikers,200360,HOUSE OF TRICKY : SPUR,2025-04-04,45,xikers,6djhkFwzJAF1gHxohYooDf,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,120,0
207,DO or DIE,xikers,210811,HOUSE OF TRICKY : HOW TO PLAY,2023-08-02,45,xikers,6brb7SXjhqHOxsj0jkyQVH,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,731,0
208,XIKEY,xikers,208618,HOUSE OF TRICKY : Doorbell Ringing,2023-03-30,44,xikers,4cSe8fDRrmCnYmuG7KvQVe,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,856,0
209,We Don’t Stop,xikers,189441,HOUSE OF TRICKY : Trial And Error,2024-03-08,44,xikers,67ZvVtW278IHsAxnzglQt4,6QHP8St0MzfNDqjKpwtMht,465220,53,"noise music, k-pop, k-rock",KQ Entertainment,0,M,0,,0,512,0
210,KNOW ABOUT ME,NMIXX,165773,Fe3O4: FORWARD,2025-03-17,69,NMIXX,5yfhzEct1ulyU6g5oVRraj,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,138,1
211,Love Me Like This,NMIXX,188718,expérgo,2023-03-20,66,NMIXX,6P3CtlzTKLxcNYGOS3es8m,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,866,1
212,DICE,NMIXX,165746,ENTWURF,2022-09-19,65,NMIXX,5aaE27JUylnG7aPtGJPrrC,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,1048,1
213,DASH,NMIXX,166979,Fe3O4: BREAK,2024-01-15,64,NMIXX,2RoYgkPzUY0vY7lhUuyus1,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,565,1
214,O.O,NMIXX,172936,AD MARE,2022-02-22,63,NMIXX,44zfpg3ndtGESsgpTbWeyE,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,1257,1
215,Soñar (Breaker),NMIXX,173053,Fe3O4: BREAK,2024-01-15,57,NMIXX,6UwrPxRaR5HPNLDDl7RcT9,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,565,1
216,High Horse,NMIXX,203213,High Horse,2025-03-04,56,NMIXX,2YUUYGB1kMtXKTQ6ajAjTA,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,151,1
217,Roller Coaster,NMIXX,179373,Roller Coaster,2023-07-03,59,NMIXX,1fP8o0lIaSIE5jEeblT8df,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,761,1
218,See that?,NMIXX,182795,Fe3O4: STICK OUT,2024-08-19,59,NMIXX,3Zice5cXhiPVLwrdBJlyHc,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,348,1
219,Papillon,NMIXX,158040,Fe3O4: FORWARD,2025-03-17,59,NMIXX,5hcfx0GaIpU5cLiiN2l8mX,28ot3wh4oNmoFOdVajibBl,3769016,67,k-pop,SQU4D,0,F,0,,0,138,1
220,WA DA DA,Kep1er,183693,FIRST IMPACT,2022-01-03,58,Kep1er,4gdiCHNbwugojBqr5Jt3pq,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,1307,1
221,Shooting Star,Kep1er,183400,Kep1going On,2024-06-03,54,Kep1er,0k2JbfyqtVhiLqGgNuwQGX,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,425,1
222,Yum,Kep1er,149680,Yum,2025-04-09,55,Kep1er,6KsXEZEbBcH16U31sIyofB,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,115,1
223,Up!,Kep1er,192026,DOUBLAST,2022-06-20,53,Kep1er,3XZAvh2NCDQYHgJei35VQ1,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,1139,1
224,TIPI-TAP,Kep1er,172670,TIPI-TAP,2024-11-01,51,Kep1er,0SCHvh0ZqVd2Wcq2l4kzai,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,274,1
225,Back to the City,Kep1er,200000,LOVESTRUCK!,2023-04-10,47,Kep1er,2Zx7YnpyTsQvjAf9elDsgX,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,845,1
226,Giddy,Kep1er,184240,LOVESTRUCK!,2023-04-10,47,Kep1er,6blIAzkMKENKqAfMwj5cZQ,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,845,1
227,Galileo,Kep1er,188253,Magic Hour,2023-09-25,45,Kep1er,2nehY8ewjt4clnD40SclwM,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,677,1
228,MVSK,Kep1er,190706,FIRST IMPACT,2022-01-03,44,Kep1er,0dTEMO9G2uu9Vbu3f8Swto,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,1307,1
229,THE GIRLS (Can’t turn me down) (Remastered),Kep1er,237960,TROUBLESHOOTER,2022-10-13,36,Kep1er,4J4OBQ69Fx4ST0doz48FE4,5R7AMwDeroq6Ls0COQYpS4,1722118,56,k-pop,WakeOne Entertainment,0,F,0,,0,1024,1
230,SET NET G0?!,CRAVITY,165013,Dare to Crave,2025-06-23,52,CRAVITY,1RsaPPE4HELB8slPTI9SO8,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
231,Love or Die,CRAVITY,167386,EVERSHINE,2024-02-26,47,CRAVITY,4mNYuIZVcHy6TUBoaCnGpF,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,523,0
232,On My Way,CRAVITY,174000,Dare to Crave,2025-06-23,45,CRAVITY,5Yo3J2OYbUIdv8jmNfDe71,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
233,SWISH,CRAVITY,171026,Dare to Crave,2025-06-23,44,CRAVITY,7aCHlGLOhRfD57Zezyv0ft,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
234,Underdog,CRAVITY,187026,Dare to Crave,2025-06-23,43,CRAVITY,73GFFYD1exui95W5i31Fnv,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
235,PARANOIA,CRAVITY,184026,Dare to Crave,2025-06-23,42,CRAVITY,0fjLXX24OIVwrHLjb6xMI2,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
236,"Marionette (Sung by SERIM, MINHEE, TAEYOUNG)",CRAVITY,177026,Dare to Crave,2025-06-23,42,CRAVITY,7is1utGEhAVQGYHDpztjs3,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
237,Rendez-vous,CRAVITY,198000,Dare to Crave,2025-06-23,42,CRAVITY,0rLXZKGpfWBHPqYizd8V6E,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
238,"Straight Up To Heaven (Sung by JUNGMO, WOOBIN, SEONGMIN)",CRAVITY,145026,Dare to Crave,2025-06-23,42,CRAVITY,7duhES1GVcVa0qvktJhQos,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
239,Love Me Again,CRAVITY,192026,Dare to Crave,2025-06-23,42,CRAVITY,7kjk0ntJOUPKaLR1iyQwu3,6FkhUhUwSPl3mGB6mmE8wn,721990,51,"k-pop, noise music",Starship Entertainment,0,M,0,,0,40,0
240,GingaMingaYo (the strange world),Billlie,215800,the collective soul and unconscious: chapter one,2022-02-23,53,Billlie,53Wa5dwbGUT8Jcg08FYfV5,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,1256,1
241,BYOB (bring your own best friend),Billlie,158068,side-B : memoirs of echo unseen,2023-10-23,51,Billlie,1XC46heLGYz83ResGphueE,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,649,1
242,EUNOIA,Billlie,203107,the Billage of perception: chapter three,2023-03-28,48,Billlie,0a56sRmdBxCON2nkEgjDqC,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,858,1
243,trampoline,Billlie,202969,trampoline,2024-10-11,42,Billlie,3Om8AyxxhSpTAHQIfmmfpi,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,295,1
244,RING X RING,Billlie,200933,the Billage of perception : chapter one,2021-11-10,43,Billlie,4J4n4e8gwvzsHQ6DEqnwCV,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,1361,1
245,RING ma Bell (what a wonderful world),Billlie,206717,the Billage of perception: chapter two,2022-08-31,42,Billlie,6hcSUO1ulqk5bCuJachSIY,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,1067,1
246,nevertheless,Billlie,205934,the Billage of perception: chapter three,2023-03-28,40,Billlie,0fcOEJWXkYbgUBpaZW4snF,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,858,1
247,remembrance candy,Billlie,184038,Of All We Have Lost,2024-10-16,40,Billlie,1WV46UVrf9vLj9rpl6Ebf1,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,290,1
248,B’rave ~ a song for Matilda,Billlie,217206,the Billage of perception: chapter two,2022-08-31,39,Billlie,033B2EdzgTJuj5H2U09isr,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,1067,1
249,flipp!ng a coin,Billlie,195053,the Billage of perception : chapter one,2021-11-10,38,Billlie,0jMpPkXZHfsIFQ6cOK4zEe,2GQxKDojobwBjZMPf7aoh0,666856,48,k-pop,Mystic Story,0,F,0,,0,1361,1
250,Summer Was You,H1-KEY,192040,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,59,H1-KEY,7fiSE0NQwgJPj5QHhln8L1,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,37,1
251,Rose Blossom,H1-KEY,195480,H1-KEY 1st Mini Album [Rose Blossom],2023-01-05,51,H1-KEY,29j6SXQOmfSbiemMriO25W,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,940,1
252,Thinkin' About You,H1-KEY,187226,H1-KEYnote #1 [Thinkin' About You],2024-01-19,40,H1-KEY,3GF5L6dW04zWSP9SYAtp5L,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,561,1
253,Good for U,H1-KEY,174040,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,45,H1-KEY,0bOgz1Srpp0qCSWAdNrOYV,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,37,1
254,Let It Burn,H1-KEY,181693,H1-KEY 3rd Mini Album [LOVE or HATE],2024-06-19,44,H1-KEY,61ErurYjc1oFru6WZgic8X,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,409,1
255,Let Me Be Your Sea,H1-KEY,188000,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,42,H1-KEY,5ovEBpKRTo7HpWXNNzBJda,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,37,1
256,"One, Two, Three, Four",H1-KEY,154386,H1-KEY 4th Mini Album [Lovestruck],2025-06-26,40,H1-KEY,7gAQID8Ub3J2weIuQColHi,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,37,1
257,SEOUL (Such a Beautiful City),H1-KEY,189693,H1-KEY 2nd Mini Album [Seoul Dreaming],2023-08-30,39,H1-KEY,0SRAuCAtprYCuoks38G5GU,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,703,1
258,Time to Shine,H1-KEY,198906,H1-KEY 2nd Mini Album [Seoul Dreaming],2023-08-30,33,H1-KEY,0HVQq7NPFNvnTSQA61U4fl,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,703,1
259,ATHLETIC GIRL,H1-KEY,212613,ATHLETIC GIRL,2022-01-05,35,H1-KEY,0qu54GVbhmBFjpsgiG32PL,5GwQwY63I9hrUUFlQB8FYU,159029,48,k-pop,Grandline Group,0,F,0,,0,1305,1
260,Fly Up,RIIZE,178175,ODYSSEY - The 1st Album,2025-05-19,58,RIIZE,4rRDmXBKB2X2Jnb8yLzAKZ,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,75,0
261,Get A Guitar,RIIZE,160371,Get A Guitar,2023-09-04,60,RIIZE,3Dah48XTdzVtbIl4dUn6l4,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,698,0
262,Boom Boom Bass,RIIZE,152889,RIIZING - The 1st Mini Album,2024-06-17,60,RIIZE,2J194R0KIKbK7bTHfUHPDB,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,411,0
263,Memories,RIIZE,178013,Memories,2023-08-21,55,RIIZE,11s5p72subU7SHJPzyR2Lq,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,712,0
264,Love 119,RIIZE,173489,RIIZING - The 1st Mini Album,2024-06-17,55,RIIZE,0QlNUEvJTe2QtXprDcfaOA,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,411,0
265,Bag Bad Back,RIIZE,192835,ODYSSEY - The 1st Album,2025-05-19,57,RIIZE,6fmhKXTt98FlguELVyqVOf,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,75,0
266,Impossible,RIIZE,182332,RIIZING - The 1st Mini Album,2024-06-17,54,RIIZE,1JTmrZwZhaP1yYJtuzfvJ9,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,411,0
267,Talk Saxy,RIIZE,190941,RIIZING - The 1st Mini Album,2024-06-17,51,RIIZE,4Ly8KdojCH1dQAn47eiui6,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,411,0
268,Odyssey,RIIZE,152267,ODYSSEY - The 1st Album,2025-05-19,54,RIIZE,20JYmd4p72UjSiF3DLAHXA,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,75,0
269,Ember to Solar,RIIZE,200547,ODYSSEY - The 1st Album,2025-05-19,53,RIIZE,3v2tiYwjQ7ld3O9kQAoVsE,2jOm3cYujQx6o1dxuiuqaX,1329740,69,k-pop,SM Entertainment,1,M,0,,0,75,0
